iata,beach,mountain,culture,business,adventure,nightlife,food,nature,budget,luxury
CWJ,1,0,1,0,1,1,1,1,1,0
JMJ,1,0,1,0,1,1,1,1,1,0
NLH,0,0,0,0,1,0,0,1,1,0
PBQ,1,0,1,0,1,0,1,1,1,0
WUT,0,0,0,0,1,0,0,1,1,0
NZL,0,0,0,0,1,0,0,1,1,0
AIP,0,1,1,0,0,0,1,0,1,0
VDY,1,1,1,0,0,0,1,1,1,0
SAG,1,1,1,0,0,0,1,1,1,0
PYB,1,1,1,0,0,0,1,1,1,0
SUP,1,0,0,0,0,0,1,1,0,0
RKO,1,0,0,0,0,0,1,1,0,0
PPR,1,0,0,0,0,0,1,1,0,0
TJB,1,0,0,0,0,0,1,1,0,0
KRC,1,0,0,0,0,0,1,1,0,0
NRE,1,0,0,0,0,0,1,1,0,0
NAM,1,0,0,0,0,0,1,1,0,0
DOB,1,0,0,0,0,0,1,1,0,0
SQN,1,0,0,0,0,0,1,1,0,0
AYW,1,0,0,0,0,0,1,1,0,0
BYQ,1,0,0,0,0,0,1,1,0,0
UOL,1,0,0,0,0,0,1,1,0,0
RAQ,1,0,0,0,0,0,1,1,0,0
JSK,0,0,0,0,1,0,0,1,1,0
ZBY,1,0,1,0,1,1,1,1,1,0
BGL,0,1,1,0,1,0,1,1,1,1
RJB,0,1,1,0,1,0,1,1,1,1
DQM,1,0,1,1,0,1,1,1,0,0
CKI,1,0,0,0,0,0,1,1,0,0
BYP,1,0,0,0,0,0,1,1,0,0
LUC,1,0,0,0,1,0,1,1,0,0
YAS,1,0,0,0,1,0,1,1,0,0
WIK,1,0,0,0,1,0,0,1,0,0
DEX,1,0,0,0,0,0,1,1,0,0
NAU,1,0,0,0,0,0,1,1,0,0
FAC,1,0,0,0,0,0,1,1,0,0
NUK,1,0,0,0,0,0,1,1,0,0
VHZ,1,0,0,0,0,0,1,1,0,0
HHZ,1,0,0,0,0,0,1,1,0,0
RRR,1,0,0,0,0,0,1,1,0,0
KHZ,1,0,0,0,0,0,1,1,0,0
TKV,1,0,0,0,0,0,1,1,0,0
TDS,1,0,0,0,0,0,1,1,0,0
TMH,1,0,0,0,0,0,1,1,0,0
NKB,1,0,0,0,0,0,1,1,0,0
AEI,0,0,0,0,1,0,0,1,1,0
KSE,1,0,0,0,0,0,1,1,0,0
NCJ,0,0,1,0,1,0,1,1,1,0
IST,1,0,1,0,0,1,1,0,0,1
SOV,0,0,0,0,1,0,0,1,1,0
YSG,0,0,1,0,1,0,0,1,0,0
DWA,1,0,0,0,1,0,1,1,0,0
HGI,1,0,0,0,0,0,1,1,0,0
KQH,0,1,1,0,0,0,1,0,1,0
CNN,1,1,1,1,0,1,1,1,1,0
ZCO,0,0,1,0,1,0,1,1,1,0
ASS,0,0,0,0,1,0,1,1,0,0
VDI,0,0,0,0,1,0,0,1,1,0
ISB,0,1,1,1,0,1,1,0,1,0
MHE,0,0,0,0,1,0,0,1,1,0
GIT,1,0,0,0,0,0,1,1,0,0
GID,1,0,0,0,0,0,1,1,0,0
RMU,1,0,1,1,0,1,1,0,0,1
CQS,1,0,1,0,1,0,1,1,1,0
ZXT,0,0,0,0,1,0,0,1,1,0
JAM,1,0,1,0,0,1,1,0,0,1
YUA,0,0,0,0,1,0,0,1,1,0
XEN,0,0,0,0,1,0,0,1,1,0
GEC,1,0,1,0,1,1,1,1,0,1
MBI,1,0,0,0,0,0,1,1,0,0
UGU,1,0,0,0,0,0,1,1,0,0
ETM,0,0,0,0,1,0,0,1,1,0
MNH,0,0,0,0,1,0,0,1,1,0
CGY,1,0,1,1,1,1,1,1,1,0
CPO,0,0,1,0,1,0,1,1,1,0
